URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/brk/egr/d/long-island-city-structural-engineer/7168847759.html,Structural Engineer,Queens,"
        
Job Description:

We are currently seeking structural engineers at multiple levels to join our team. As a structural engineer, you will work with other team members in our highly collaborative environment to assure that designs are developed in accordance with appropriate codes and standards, quality control objectives are achieved, and project goals are met within the schedule and budget. This is an outstanding opportunity for a structural engineer to work on a variety of high-profile projects throughout the region.

Duties and Responsibilities:

- Coordinate with architects, contractors, owners, and other engineers from the initial planning stages through final construction.
- Determine design criteria using relevant codes and standards.
- Analyze and/or prepare models and calculations for various structural elements and systems by using various software and/or hand calculations.
- Develop contract documents, including construction drawings and technical specifications
- Produce schematic and detailed designs and evaluation of planning and concept alternatives
- Review shop drawings, RFI's.
- Perform field inspections and write inspection reports.

Skills and Qualifications:

- Familiar with latest version of AutoCAD, Revit, ETABS, SAP2000, SAFE, RAM, Excel.
- Excellent verbal and written communication skills
- Ability to effectively work independently and collaboratively in a team environment
- Must be eligible to work in the United States

Entry Level Candidates:
- Bachelor’s degree in Civil or Structural Engineering.

Intermediate Level Candidates:
- Master’s degree in Civil or Structural Engineering.
- 3+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.

Advance Level Candidates:
- Master’s degree in Civil or Structural Engineering.
- 8+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.
- NYS PE License    ",The salary is based on level of experience.,full-time
https://newyork.craigslist.org/que/egr/d/woodside-special-inspector-tr1-tr8-full/7168848266.html,Special Inspector (TR1/TR8)-Full Time or Part Time,,"
        
Immediate opening for special inspector to perform TR1 and TR8 inspection in NYC. 
Min. 5 years of inspection experience.
Both full-time or part-time are welcome.    ",The salary is based on level of experience.,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-cad-drafter-architectural/7168923143.html,CAD Drafter (Architectural & Structural),TriBeCa,"
        
Seeking Drafters for Architectural/Engineering services

Skills and Qualifications:

- AutoCAD, Revit, SAP2000, Excel.
- verbal and written communication skills
- Ability to effectively work and multi task projects 
- Must be eligible to work in the United States    ",Based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect-now/7169049631.html,Intermediate Architect  NOW!,Midtown West,"
        
Intermediate architect for immediate employment. 

Design Development and Construction drawings for a large project heading to fast track construction. This is expected to be a 6 month project, may extend longer. You will be a leader on this project team and have real responsibility. 
NY State Code experience required. 
Drafting and CD coordination is a must in Autocad. Revit helpful as we use it as well. 
Blended Work from home, and in-office (midtown) will be required, self starter and good communicator is important as we are a 10 person firm.  
Full time, salary position. We have benefits after 3 months and are and equal opportunity employer. 

Respond with a .pdf that is reasonably sized under 10mb. Include the below items for a response. No links will be followed. 
Cover Letter
Resume
Examples of CD Drawings and work of large scale (not apartments or residential) 
(3) references
Salary requirement

We are interviewing now by Zoom and will reach out to complete applicants with appropriate qualifications.



    ",Commensurate with experience please provide,full-time
https://newyork.craigslist.org/que/egr/d/long-island-city-nyc-dep-asbestos/7169180732.html,NYC DEP Asbestos Investigator,New York City,"
        
Airtek Environmental Corp. is an industry leader in environmental consulting with over 32 years of industry experience.   The Firm consists of an environmental consultancy, a fully accredited environmental training program, and an environmental laboratory.  The Firm currently has openings for qualified NYS DOL Asbestos Inspectors and NYC DEP Asbestos Investigators.  

Job Summary
•	NYC DEP Certified Asbestos Investigators will perform visual inspections, collect samples for laboratory analysis, interpret architectural drawings, and provide ACP-5 forms.  
Job Qualifications 
•	NYC DEP Asbestos Investigator License is required.  
•	Applicants must be knowledgeable of the applicable regulations, industry protocols, and proper use of applicable equipment and PPE. 
•	Excellent verbal and written communication skills, attention to detail, ability to work with little supervision, and experience interacting with clients, contractors, and regulators. 
•	Effective communication skills required. 


Airtek Environmental Corp. is an Equal Opportunity Employer M/F/D/V

If you are interested in applying for this position, please send your resume and cover letter in one attachment by e-mail.
    ",Based on Experience,full-time
https://newyork.craigslist.org/brk/egr/d/smithtown-senior-mechanical-design/7169233716.html,Senior Mechanical/Design Engineer-Full time,"Smithtown, NY","
        
Who We Are.

MIDI is an established product development consulting firm specializing in the engineering and design solutions for the medical, scientific, home healthcare, consumer and industrial and markets. MIDI consists of a collaborative team of engineers and designers who have a passion for generating innovative solutions for unique client technology and product development applications.

MIDI is looking for talented, enthusiastic, creative, hands-on Senior Mechanical/Design Engineering individuals for full time employment. 

Our company’s success is based on our development team achieving innovative product engineering and design results for our clients. MIDI collaborates with its clients who are among the most innovative in their market, ranging from start-ups and emerging companies to Fortune 500 organizations. For over 45 years we have been providing a wide range of client consulting services including mechanical, material, electrical and software engineering as well as industrial design and human factors research.

We hire motivated people who have a passion for their work and strive every day to make themselves, our clients, as well as MIDI successful. As a member of our cross-disciplined team you will work with other creative and enthusiastic individuals collaborating to produce innovative development results for our client’s programs. 

If you are ready for a career that allows you to continue your professional development for today and in the future….Our company is the place for you.


Position Overview:

Successful candidates will work as part of the MIDI team to conceptualize and advance the development of various products ranging from medical devices, scientific equipment and consumer and industrial applications. Program activities can range from initial Voice of the Customer research and conceptualization through to full commercialization. The position will focus on the conceptual design, CAD solid modeling, stress/load analysis, prototyping, materials, manufacturing, and production development. Successful candidates will be involved in the conceptualization and development of new and innovative products and work directly on-site with our company owners, Vice-President, staff and our clients.

Job Responsibilities:
Design and Development New Products:
•	Conceptualize and generate engineering concepts for products that involve and solve unique applications and while support user needs. 
•	Utilize SolidWorks to transition concepts into detailed manufacturable subassemblies/parts and engineering drawings.
•	Expert knowledge of manufacturing and material processes (injection molding, die cast, sheet metal, thermoforming, rapid prototyping etc.).
•	Capability to work and lead mechanical design collaboratively with various teams consisting of ME, EE, SE and ID disciplines.
•	Ability to engineer, build and assemble prototypes and test fixtures. 
•	Interact with vendors and consultants to procure components and facilitate engineering work.
•	Demonstrate strong leadership qualities and project management skills.
•	It is a plus if candidate has previous exposure or experience in the following:
        -  Design Verification Plans / Product Requirements Documentation / Design History Files
        -  Cross functional DFMEA studies
        -  Experience in Design Control / DFM / GMP / FDA / ISO standards

Qualifications:
•	BS or higher Degree in Biomedical or Mechanical Engineering
•	5+ years of relevant work experience in product development
•	High proficiency in Solidworks modeling 
•	High proficiency in analysis and simulation (FEA / CFD) 
•	High proficiency with GD&T
•	Experience in ideation and collaborative brainstorming support.
•	Self-motivated proactive thinker 
•	Proficient in sketching ideation ability
•	Strong verbal, technical, analytical, written communication and problem-solving skills
•	Ability to multi-task and manage various program priorities
•	Experience working in a cross functional multi-disciplined environment
•	Knowledge of manufacturing methods, materials, DFM/DFA as well as rapid prototyping processes
•	Exposure or experience in the following:
        -  Experience working in a Design Control environment 
        -  Experience working in the medical industry
        -  Basic electronics and circuits knowledge
•	Must be legally authorized to work in the United States
    ",Compensation based on Experience,full-time
https://newyork.craigslist.org/brk/egr/d/smithtown-mechanical-design-engineer/7169236507.html,Mechanical/Design Engineer-Full Time,"Smithtown, NY","
        
Who We Are.

MIDI is an established product development consulting firm specializing in the engineering and design solutions for the medical, scientific, home healthcare, consumer and industrial and markets. MIDI consists of a collaborative team of engineers and designers who have a passion for generating innovative solutions for unique client technology and product development applications.

MIDI is looking for talented, enthusiastic, creative, hands-on Mechanical/Design Engineering individuals for full time employment. 

Our company’s success is based on our development team achieving innovative product engineering and design results for our clients. MIDI collaborates with its clients who are among the most innovative in their market, ranging from start-ups and emerging companies to Fortune 500 organizations. For over 45 years we have been providing a wide range of client consulting services including: mechanical, material, electrical and software engineering as well as industrial design and human factors research.

We hire motivated people who have a passion for their work and strive every day to make themselves, our clients, as well as MIDI successful. As a member of our cross-disciplined team you will work with other creative and enthusiastic individuals collaborating to produce innovative development results for our client’s programs. 

If you are ready for a career that allows you to continue your professional development for today and in the future….Our company is the place for you.


Position Overview:

Successful candidates will work as part of the MIDI team to conceptualize and advance the development of various products ranging from medical devices, scientific equipment and consumer and industrial applications. Program activities can range from initial Voice of the Customer research and conceptualization through to full commercialization. The position will focus on the conceptual design, CAD solid modeling, stress/load analysis, prototyping, materials, manufacturing, and production development. Successful candidates will be involved in the conceptualization and development of new and innovative products and work directly on-site with our company owners, Vice-President, staff and our clients.

Job Responsibilities:
Design and Development New Products:
•	Work with senior MIDI members to conceptualize and generate engineering concepts for products that involve and solve unique applications and while support user needs. 
•	Utilize SolidWorks to transition concepts into manufacturable subassemblies/parts and engineering drawings.
•	Deep familiarity with manufacturing and material processes (injection molding, die cast, sheet metal, thermoforming, rapid prototyping etc.).
•	Desire to work collaboratively with various teams consisting of ME, EE, SE and ID disciplines.
•	Ability to contribute to the engineering, building and assembly of prototypes and test fixtures. 
•	Source vendors and materials as well as procure component facilitate engineering work.

•	It is a plus if candidate has previous exposure or desire to be trained in the following:
        -  Design Verification Plans / Product Requirements Documentation / Design History Files
        -  Cross functional DFMEA studies
        -  Experience in Design Control / DFM / GMP / FDA / ISO standards

Qualifications:
•	BS or higher Degree in Biomedical or Mechanical Engineering
•	1 -3 years of relevant work experience in product development
•	Proficiency in Solidworks modeling (simulation is a plus)
•	Proficiency with GD&T
•	Exposure and/or desire to ideate and collaborative 
•	Self-motivated proactive thinker 
•	Strong verbal, technical, analytical, communication and problem-solving skills
•	Exposure to working in a cross functional multi-disciplined environment
•	Deep knowledge of manufacturing methods, materials, DFM/DFA as well as rapid prototyping processes
•	It is a plus if candidate has exposure or desire to be trained in the following:
        -  Experience working in a Design Control environment 
        -  Experience working in the medical industry
        -  Basic electronics and circuits knowledge
•	Must be legally authorized to work in the United States
    ",Compensation based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager-architecture/7170325682.html,Project Manager - Architecture / Interiors firm,Midtown,"
        
Small architectural / interiors firm is looking for a talented project manager to manage renovation projects from the initial survey through final construction. Projects include apartment renovations in New York City, residential work in the Hudson Valley and the New Jersey Shore, and some commercial work.  
- 3-5 years of architectural experience required. 
- Must be proficient in Autocad LT and Sketchup. 
- Must like working independently, or with a small team. 
- Be able to develop construction documents and advance projects through the approval process. 
- Must be able to work remotely during the COVID crisis.  
- Good detailing skills. 
- Knowledge of NYC Dept of Building permit process, building codes, and zoning code is a plus. 
- Experience creating construction documents for houses is desirable.  

Looking exclusively for applicants in the New York City metro area. Not looking for international or a long-distance worker.
    ",Compensation commensurate with experience,contract
https://newyork.craigslist.org/fct/egr/d/westport-architect-licensed-possible/7170765560.html,Architect Licensed - Possible Equity Opportunity,"Fairfield County, CT","
        
The practice has been in business at its current location for many years.  It is about 60% high end residential with the remainder being multi-family, retail and institutional projects. The pandemic, while negatively impacting the overall economy, is creating new opportunities for us and perhaps for you.  Join us and continue to gain professional experience in a comfortable work environment.

We are looking for an entrepreneurial person who can design exciting projects, has technical expertise, understands supervising and supporting other employees, and can work successfully with clients.  Responsibilities will include involvement in all phases of architectural work, i.e. design, production of construction documents and field observation for projects. AutoCad proficiency required.  In addition, by working closely with our Principal, you will learn about the business of running a firm.

This is a unique opportunity and you'll need both architectural talent and an interest in the business of architecture. Only licensed architects should apply since the right applicant will be on a path to ownership and a license is required. To be considered, respond by telling us why you are the right person for this opportunity and include a resume detailing your education and experience.
    ",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager-for/7170903722.html,Project Manager for Residential Development,New York,"
        
We are a Manhattan-based development company focused on mid-sized and residential and mixed-use high-end projects around New York City. We currently have an open position for Project Manager. The selected candidate will report directly to the owners and independently manage and oversee all aspects of construction, from demolition through obtaining a certificate of occupancy. Candidates must have solid construction knowledge, communication skills, and management ability. Employment and experience verification will be required.    ",Negotiable,full-time
https://newyork.craigslist.org/que/egr/d/bayside-architect-senior-intermediate/7170955640.html,ARCHITECT Senior/ Intermediate,"QUEENS, LONG ISLAND","
        
Min. proven 3 year architectural drawing experience 
Produce Drawings using autocad,
Must Understand NYC zoning regulation/ bldg code, 

Legal documents for employment in US.
BA/BS in Architecture required.

English Communication skill req'd.
Full time, Cover letter with Expected Salary.
Green Card sponsor only qualified.    ",based on experience/knowledge,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-junior-intern-architect/7170956827.html,Junior / Intern Architect,Manhattan,"
        
Manhattan architectural firm seeks full-time Junior / Intern Architect. 

We are a well-established NYC architectural firm that fosters learning with diverse project types including; restaurants, corporate interiors, residential, medical and historic preservation. 

Our office works in a virtual environment, candidate shall have own laptop with AutoCad and webcam. Work from home, conduct site visits and attend staff meetings in person twice a month in downtown Manhattan. We communicate digitally on a daily basis through Slack.

Duties will include: drafting of: existing conditions / floor plans / reflected ceiling plans / interior elevations / details / finish and door schedules, existing conditions measurements, Building Department expediting, some design, and construction administration. 

Accredited BArch and AutoCad proficiency required. Willing to train a dedicated individual with good technical skills. Great opportunity for a motivated individual wishing to work towards becoming a Registered Architect. Earn NCARB experience hours while gaining valuable knowledge towards licensure. 

Please email reply including resume and cover letter with salary requirements.
    ",Negotiable,full-time
https://newyork.craigslist.org/que/egr/d/astoria-stone-fabrication-shop-looking/7171229096.html,Stone Fabrication Shop looking for CAD PROGRAMMER! APPLY TODAY,,"
        
The CNC CAD Programmer is an experienced incumbent who provides the CNC Operators with accurate and detailed programming information to enable successful fabrication of jobs. The CNC CAD Programmer ensures the accuracy of the layout for CNC stone jobs by setting up the cut parameters, tool path, and running simulations to determine programming accuracy. The CNC Stone Programmer releases the detailed programming to Fabrication.

This is a full-time, permanent position.

Qualifications:

- High school diploma or GED equivalent
- Good math and reading comprehension
- Possesses good spatial intelligence
- Good computer skill; AutoCAD, Microsoft savvy
- Demonstrated track record of good attendance
- Can remain focused while performing detailed tasks
- Self directed and can work independently with little supervision
- Effectively priorities work and possesses good time management skills
- Highly motivated and goal oriented
- Good logic and problem solving skills

Preferred Qualifications
- Previous AutoCAD experience
- Previous drafting or design experience
- Previous stone work experience    ",Great Pay!,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-construction-inspector/7171427458.html,Construction Inspector - Demolition and Construction of New Building,Midtown,"
        
Construction Inspector - Demolition and Construction of New Building
Mid-town Manhattan, full-time through June, 2022, with benefits

Responsibilities to include:

* Technical inspections of construction sites
* Ensuring that all work is performed in accordance with approved construction documents, submittals, and work plans
* Ensuring that all work conforms with project schedule and agreements
* Verifying conformance with safety rules and promptly reporting safety issues
* Verifying conformance to relevant construction codes and regulations
* Providing feedback and reports to all construction project participants
* Preparing daily reports

Knowledge and skills required or preferred include:

* Preferred Experience: 5+ years
* Engineering/ Architecture/ Construction related degree or equivalent work experience
* Demonstrated knowledge of construction principals, safety procedures, QA/QC
* Strong written and verbal communication skills
* PE / RA: Optional
* Familiarity with railroad work, ACI, and AREMA a plus

Two positions:
(1) Day work: 7 am to 4 pm, Mon to Fri
(2) Night work: 8 pm to 5 am, Mon to Fri
Some extended shifts and weekends.
    ",Commensurate with skills and experience.,full-time
https://newyork.craigslist.org/brx/egr/d/bronx-watch-engineers-stationary/7171518974.html,Watch Engineers / Stationary Engineers,Bronx,"
        
Major Hospital in The Bronx Has Immediate Openings for Qualified Watch Engineers / Stationary Engineers 

•	Long-Term Temporary Positions
•	Permanent Potential 
•	Bronx location 
•	Immediate Hire
•	Various Schedules and Shifts 
•	Salary Commensurate with Experience

Job Duties:

•	Maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes
•	Operate equipment, such as steam engines, generators, motors, turbines, and steam boilers 
•	monitor and inspect equipment, computer terminals, switches, valves, gauges, alarms, safety devices, and meters to detect leaks or malfunctions 
•	Activate valves to maintain required amounts of water in boilers, to adjust supplies of combustion air, and to control the flow of fuel into burners
Additional duties include:
•	Monitor boiler water, chemical, and fuel levels, and adjust to maintain required levels 
•	Observe and interpret readings on gauges, meters, and charts registering various aspects of boiler operation to ensure that boilers are operating efficiently and safely
•	Test boiler water quality or arrange for testing and take necessary corrective action, such as adding chemicals to prevent corrosion and harmful deposits
Requirements:

•	NYC high pressure steam license
•	NYC refrigerating system operating engineer license (Q-01)
•	Strong oral and written communication skills
•	1-2 years previous experience
    ",Salary Commensurate with Experience,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-land-surveying-drafter-needed/7171901593.html,Land surveying drafter needed,"Brooklyn, NY","
        
We are a land surveying company and we are looking for cad drafters with experience specifically in the land surveying field (other drafting experience is not helpful to us).    ",to be discussed in person at interview,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-estimator/7172552102.html,Construction Estimator,"Brooklyn, NY","
        
Construction Estimator (Concrete)

Well established Concrete Sitework Company currently seeking an experienced, motivated, and well-organized, project estimator. Prior experience estimating required. 

Job duties include, but are not limited to: 
•	Creating leveling sheets, take-offs and proposals.   
•	Attending site walkthroughs for more accurate estimate predictions.   
•	Gathering/reviewing blueprints, specifications, quotes and other project related documents in order to complete a comprehensive estimate.  
•	Identifying labor, material, and time requirements for each work item.  
•	Computing costs by analyzing labor, material, and time requirements.

Required skills and expertise: 
•	Previous experience as construction estimator.  
•	Moderate/advanced knowledge of project management.  
•	Knowledge of computer programs such as Microsoft, Bluebeam, Planswift, Procore, etc.  
•	Time-management skills and ability to multi-task.  
•	Strong interpersonal and communication skills.  
•	Critical-thinker and problem-solving.   

Job Type: Full-time

Work Location/ Schedule: Brooklyn - Monday to Friday

Experience: Must have at least 5 years experience    ","$100,000+ depending on experience",full-time
https://newyork.craigslist.org/que/egr/d/jackson-heights-project-architect/7172748040.html,Project Architect,Queens,"
        
Architectural Firm looking for an individual with 5 to 15 years of professional practice in an Architect’s office.
Our studio offers an opportunity to be involved in all phases of Project Development from Feasibility, Zoning and Building Code Analysis, to Design Development, Construction Documents, Consultant Coordination, Construction Administration and City Approvals to Project Close up.

You will be involved in a diverse array of project types including Commercial, Residential, Educational, Mixed-Use, New Buildings and Alterations. Our projects vary in size and complexity from Multi-Story new buildings to interior alterations. 
Requirements
• Professional degree in Architecture from an NAAB Accredited Program
• Minimum 5-10 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures 
• Perform Site visits 
• Check submittals and respond to requests for information
• Fluent in AutoCAD, Revit, SketchUp 
• Fluent English
• Strong work ethic and ability to work with others  

Please submit your resume including work samples and limit to 5 MB.
This position offers excellent growth opportunity and a competitive salary. 



    ",Commensurate with experience,employee's choice
https://newyork.craigslist.org/brk/egr/d/brooklyn-special-inspector-tr1-tr8-full/7172975691.html,Special Inspector (TR1/TR8)-Full Time or Part Time,All Five Boro,"
        
Immediate opening for special inspector to perform TR1 and TR8 inspection in NYC.
Min. 5 years of inspection experience.
Both full-time or part-time are welcome.    ",The salary is based on level of experience.,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-professional-engineer-for/7173045827.html,Professional Engineer for Demolition Projects,Brooklyn,"
        
Architectural Design and Building Consulting firm is seeking an experienced licensed Professional Engineer with demolition expertise to join our team.

Qualifications:
- NYC DOB licensed 
- Experience in full Demolition Drawings, Fence Drawings, and Site Safety Plans 
- Proficient in AutoCad
- Knowledge and experience with NYC zoning and building code.
- Capable of working well independently.
- Coordinate projects with all parties involved including consultants, contractors and vendors.
- Review and answer DOB objections.
- Self motivated, meet deadlines, highly organized, and excellent communication skills.
    ",TBD based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-civil-structural-engineer/7173267529.html,CIVIL/STRUCTURAL ENGINEER WANTED,Midtown,"
        
We are a mid-sized, multifaceted engineering firm located in midtown Manhattan, seeking a full-time civil/structural engineer with AutoCAD proficiency and at least 3 years’ experience in design, field work, and project management to join our team. Experience with façade restoration and waterproofing projects is essential; knowledge of filing procedures for NYC city agencies (DOB, LPC, DOT, etc.) preferred. Candidates should possess superior communication and organization skills and demonstrate an ability to work both independently and cooperatively. We value all of our employees and strive diligently to maintain a positive, professional, and encouraging working environment. Salary commensurate with experience.

If interested, please submit a resume and portfolio of work.    ",Salary commensurate with experience.,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-project-manager-lead-drafter/7175295490.html,Project Manager / Lead Drafter,,"
        
Busy Design office is looking for a talented HEAD DRAFTER to lead a team of drafter preparing DOB, Client and Construction plans

Our work includes renovations and ground ups of small, medium and large scale single and multi-family residential, commercial, community facility and mixed-use projects.

Responsibilities will include but are not limited to: reviewing projects, distributing projects to drafter, overseeing plans prepared, communication with drafter in and outside the office, reviewing code and zoning related issues, communicating with clients and other professional.

Candidate Qualifications:
Must be very organized
Be familiar with NYC codes and zoning.
Knowledge of construction materials, details and methods.

We are looking for highly motivated individuals who are willing to take on responsibility and grow with our team. Interested applicants must be quick to learn and adapt new drawing methods, related zoning & code rules, DOB and related agency requirements. detail-oriented, collaborative, and eager to take on challenges

Qualified individuals should submit a *brief description of your qualifications, *work samples, *starting salary requirements, in pdf or word format    ",Based on qualification,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-junior-architect-for-elizabeth/7175337648.html,Junior Architect for Elizabeth Roberts Architecture & Design,Brooklyn,"
        
Junior Architect for Elizabeth Roberts Architecture & Design
www.elizabethroberts.com

Brooklyn based Architecture and Design firm is seeking a Junior Architect to join our team of architects and interior designers.  
 
The ideal candidate will have 3+ years’ experience and be able to produce high quality drawing sets under tight deadlines with minimal supervision. 


RESPONSIBILITIES:

- Drafting / detailing residential drawing sets for construction
- Drafting residential drawing sets for Dept of Building and Landmarks filings
- Assisting with preparation of presentations for clients
- Assisting with construction sketches during Construction 


REQUIREMENTS:

- 3+ years experience 
- Minimum education:  Bachelor of Architecture 
- Expertise in architectural drafting and detailing 
- Proficient in AutoCAD 
- AutoCAD for MAC knowledge, a plus
- Ability to hand sketch, a plus
- Rhino modeling, a plus
- Experience working on high-end residential projects in NYC, a plus
- Experience with Dept of Building and Landmarks filing drawings, a plus 


Please send resume and EXAMPLES OF COMPARABLE WORK (drawing sets, photos, sketches, of projects).

This is a full-time opportunity including benefits. Your application will ONLY be considered if you meet the above requirements and ONLY if you reply to this Craigslist ad with your resume, your portfolio or work samples and project list. 

You will receive a response by e-mail if we would like to schedule a phone or in person interview. 

Elizabeth Roberts Architecture & Design
www.elizabethroberts.com
    ",n/a,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-project-architect-for/7175339934.html,Project Architect for Elizabeth Roberts Architecture & Design,Brooklyn,"
        
Project Architect for Elizabeth Roberts Architecture & Design
www.elizabethroberts.com
 
Brooklyn based Architecture and Design firm is seeking an experienced Project Architect to join our team of architects and interior designers. 

The ideal person will have a minimum of 8-10+ years of design experience with the ability to help mentor younger Architects.  


RESPONSIBILITIES:

- Develop and coordinate design concepts and functional requirements of a project from initial meeting through construction
- Design & Drafting
- Client presentations and meetings
- All aspects of Project Management, including oversight of junior team members, management of project schedule and budgets
- All aspects of Construction Administration, including job site visits, submittals, review of contractor requests for payment, change orders


REQUIREMENTS:

- 8+ years’ experience 
- Minimum education:  Bachelor of Architecture 
- Extensive project management experience
- Experience with construction documents and details 
- Experience with residential projects in NYC 
- Townhouse and ground-up building experience 
- Technical proficiency with new construction 
- Understanding of NYC zoning, building codes and LPC 
- Experience with Construction Administration 
- Experience interacting with clients and organizing projects 
- Possess an ability to work on multiple projects simultaneously while exhibiting initiative in management of all intra-office priorities 
- Proficient in AutoCAD and ability to sketch by hand 
- Personality that thrives in a very close-knit team setting; excellent interpersonal skills  
- Exceptional level of attention to detail and a mastery of organizational and time management skills 
- 3-D modeling on Rhino abilities a plus


This is a full-time opportunity including benefits. Your application will ONLY be considered if you meet the above requirements and ONLY if you reply to this Craigslist ad with your resume, your portfolio or work samples and project list. 

You will receive a response by e-mail if we would like to schedule a phone or in person interview. 

Elizabeth Roberts Architecture & Design
www.elizabethroberts.com
    ",n/a,full-time
https://newyork.craigslist.org/que/egr/d/new-hyde-park-entry-level-estim-asst/7175362310.html,ENTRY LEVEL ESTIM/ASST PROJECT MGMR FOR DIV 8 (DOOR & HW) DISTRIBUTOR,Garden City Park,"
        
WE ARE LOOKING TO HIRE A FULL TIME ESTIMATOR / ASSISTANT PROJECT MANAGER FOR A ARCHITECTURAL DOOR & HARDWARE DISTRIBUTION COMPANY.

EXPERIENCE PREFERRED IN THE DOOR & HARDWARE DISTRIBUTION INDUSTRY,
BUT NOT REQUIRED IF YOU ARE A VERY DETAILED PERSON SINCE YOU WILL BE LOOKING
AT ARCHITECTURAL BLUEPRINTS AND SPECIFICATIONS MOST OF THE DAY.
SALARY COMMENSURATE WITH RELATED EXPERIENCE ALONG WITH MEDICAL BENEFITS.
BACHELOR'S DEGREE REQUIRED IN ENGINEERING, SCIENCE OR MATH.

MUST BE ABLE TO READ ARCHITECTURAL DRAWINGS, SPECIFICATIONS &
DO QUANTITY TAKE OFFS TO PROPERLY ESTIMATE JOBS.

SKILLS IN MICROSOFT OFFICE ESPECIALLY WORD, EXCEL 
AND ADODE ACROBAT REQUIRED.  AUTO CAD EXPERIENCE A PLUS.

MUST BE AT LEAST A LEGAL PERMANENT RESIDENT OF THE UNITED STATES ALONG WITH EXCELLENT VERBAL AND WRITING SKILLS IN ENGLISH.

PLEASE EMAIL YOUR RESUME.
WE WILL CALL YOU TO SET UP AN INTERVIEW ONCE WE REVIEW YOUR RESUME.

WE ARE CONVENIENTLY LOCATED WITHIN WALKING DISTANCE TO THE
LIRR STATION AND LONG ISLAND BUS (NICE).    ",communersate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-architect-for-high-end/7175476544.html,Architect for High End Residential Firm,Chelsea,"
        
Joseph Vance Architects is an award-winning, boutique architecture firm in New York City specializing in high-end, custom residential work- including townhouse/brownstone and apartment gut renovations, rooftop additions and new, ground up townhouses.  Current projects include a 6-story new, ground up townhouse (with basketball court beneath) on the Upper West Side, a 6,000sf triplex in a new West Village development, and others.

We are a small group of creative problem solvers with a taste for well-crafted design.  We work in a collaborative team environment, pushing boundaries until a project is the best it can be and to continuously grow and evolve.

We are seeking an ARCHITECT WITH 2-4 YEARS EXPERIENCE who is passionate about residential architecture and modern design.  You are resourceful, have the ability to work efficiently on multiple projects and keep them organized.

Responsibilities include:
- Assist a Senior Architect or the Principal in generating designs and presentations, construction drawings, code research and compliance, and material selection.
- Help manage schedules and coordination of clients, contractors, expeditors, consultants, city agencies and vendors.
- Assist with construction administration.

Qualifications:
*** Currently lives in the New York City Area - this is not a remote position***
- 2-4 years professional experience
- NYC residential architecture experience a plus - please highlight in your portfolio
- High level of proficiency with 3D modeling or BIM software, Revit, SketchUp or Archicad, and Adobe Creative Suite
- Experience with all phases of architecture
- Knowledge of NYC building codes, zoning and LPC


If you meet the qualifications, we would love to hear from you.  Please submit one pdf document that includes a personalized cover letter with your salary requirement, resume, and work samples.  

This is a full time salaried position with health insurance, paid vacation, sick leave and holidays. Please do not respond if you are seeking part time or freelance work.

Regrettably we do not have the capacity to respond to every applicant- we will only contact candidates who have the required qualifications and submitted everything outlined above.  We look forward to hearing from you and appreciate your interest in JVA! 


    ",Competitive salary based on experience level,full-time
https://newyork.craigslist.org/wch/egr/d/tuckahoe-construction-project-manager/7175490125.html,Construction Project Manager,Tuckahoe,"
        
Project Manager (Tuckahoe, NY) needed by gen. contracting co. specializing in Healthcare construction projects. Responsible for overseeing multiple projects, serve as the representative @ each worksite in dealings with subcontractors, suppliers, customers & government inspectors, ensure compliance with all Federal & State procedures. Daily visiting to project sites in NYC & Tri State area. Must have Bachelor’s Deg in Construction Mgmt/ related field + 7 yrs exp. in Healthcare Construction.    ",Salary based on Experience,full-time
